Price,Close
Ticker,NVDA
Date,
2019-01-02,3.376984119415283
2019-01-03,3.1729559898376465
2019-01-04,3.376239776611328
2019-01-07,3.554980754852295
2019-01-08,3.466477394104004
2019-01-09,3.5346519947052
2019-01-10,3.600346803665161
2019-01-11,3.68959379196167
2019-01-14,3.729506731033325
2019-01-15,3.715376377105713
2019-01-16,3.6898410320281982
2019-01-17,3.7612385749816895
2019-01-18,3.890397548675537
2019-01-22,3.688106060028076
2019-01-23,3.7009968757629395
2019-01-24,3.912957191467285
2019-01-25,3.9702236652374268
2019-01-28,3.421358585357666
2019-01-29,3.262450695037842
2019-01-30,3.4059884548187256
2019-01-31,3.563657522201538
2019-02-01,3.587952136993408
2019-02-04,3.698270320892334
2019-02-05,3.7173593044281006
2019-02-06,3.792970895767212
2019-02-07,3.6546390056610107
2019-02-08,3.673231840133667
2019-02-11,3.630592107772827
2019-02-12,3.747603416442871
2019-02-13,3.7899959087371826
2019-02-14,3.8309006690979004
2019-02-15,3.900561809539795
2019-02-19,3.8832077980041504
2019-02-20,3.930558919906616
2019-02-21,3.8616409301757812
2019-02-22,3.9464244842529297
2019-02-25,3.9340298175811768
2019-02-26,3.8946123123168945
2019-02-27,3.8527162075042725
2019-02-28,3.828148603439331
2019-03-01,3.8824963569641113
2019-03-04,3.8906850814819336
2019-03-05,3.884232521057129
2019-03-06,3.7733042240142822
2019-03-07,3.7040672302246094
2019-03-08,3.738313913345337
2019-03-11,3.9988832473754883
2019-03-12,4.033131122589111
2019-03-13,4.184508800506592
2019-03-14,4.1085710525512695
2019-03-15,4.214039325714111
2019-03-18,4.192697525024414
2019-03-19,4.360456466674805
2019-03-20,4.32794713973999
2019-03-21,4.564692497253418
2019-03-22,4.404876232147217
2019-03-25,4.312559604644775
2019-03-26,4.389242649078369
2019-03-27,4.380060195922852
2019-03-28,4.398671627044678
2019-03-29,4.455999374389648
2019-04-01,4.523498058319092
2019-04-02,4.541365623474121
2019-04-03,4.680832386016846
2019-04-04,4.67189884185791
2019-04-05,4.738654613494873
2019-04-08,4.759500503540039
2019-04-09,4.696716785430908
2019-04-10,4.767194747924805
2019-04-11,4.753295421600342
2019-04-12,4.715327739715576
2019-04-15,4.583553791046143
2019-04-16,4.670657634735107
2019-04-17,4.647827625274658
2019-04-18,4.623260021209717
2019-04-22,4.6771111488342285
2019-04-23,4.731706142425537
2019-04-24,4.744115352630615
2019-04-25,4.638396263122559
2019-04-26,4.419518947601318
2019-04-29,4.450291156768799
2019-04-30,4.491732597351074
2019-05-01,4.47858190536499
2019-05-02,4.54608154296875
2019-05-03,4.541614532470703
2019-05-06,4.463195323944092
2019-05-07,4.295933723449707
2019-05-08,4.31603479385376
2019-05-09,4.2234697341918945
2019-05-10,4.18947172164917
2019-05-13,3.9321277141571045
2019-05-14,4.021218299865723
2019-05-15,3.9601705074310303
2019-05-16,3.9753079414367676
2019-05-17,3.884481191635132
2019-05-20,3.7658588886260986
2019-05-21,3.84800124168396
2019-05-22,3.777026653289795
2019-05-23,3.65592360496521
2019-05-24,3.6020731925964355
2019-05-28,3.5569071769714355
2019-05-29,3.4827067852020264
2019-05-30,3.456122398376465
2019-05-31,3.3654403686523438
2019-06-03,3.3237016201019287
2019-06-04,3.5527679920196533
2019-06-05,3.5100362300872803
2019-06-06,3.5721473693847656
2019-06-07,3.6148793697357178
2019-06-10,3.6876747608184814
2019-06-11,3.7453131675720215
2019-06-12,3.6322710514068604
2019-06-13,3.68345046043396
2019-06-14,3.593512773513794
2019-06-17,3.6032021045684814
2019-06-18,3.7982327938079834
2019-06-19,3.8041951656341553
2019-06-20,3.828542470932007
2019-06-21,3.7704062461853027
2019-06-24,3.79276704788208
2019-06-25,3.7634499073028564
2019-06-26,3.956739902496338
2019-06-27,4.055373668670654
2019-06-28,4.080216407775879
2019-07-01,4.128417491912842
2019-07-02,4.0305280685424805
2019-07-03,4.043449401855469
2019-07-05,3.980839729309082
2019-07-08,3.9058094024658203
2019-07-09,3.9082932472229004
2019-07-10,3.9766156673431396
2019-07-11,4.131149768829346
2019-07-12,4.164191722869873
2019-07-15,4.155745029449463
2019-07-16,4.151024341583252
2019-07-17,4.216366767883301
2019-07-18,4.228043079376221
2019-07-19,4.184813022613525
2019-07-22,4.2563652992248535
2019-07-23,4.364189624786377
2019-07-24,4.438723564147949
2019-07-25,4.307544231414795
2019-07-26,4.349531173706055
2019-07-29,4.343321323394775
2019-07-30,4.358973503112793
2019-07-31,4.191768646240234
2019-08-01,4.097361087799072
2019-08-02,4.004690647125244
2019-08-05,3.746307373046875
2019-08-06,3.785064220428467
2019-08-07,3.8233251571655273
2019-08-08,3.9318959712982178
2019-08-09,3.8305306434631348
2019-08-12,3.762704610824585
2019-08-13,3.8769898414611816
2019-08-14,3.7284185886383057
2019-08-15,3.6961216926574707
2019-08-16,3.964193820953369
2019-08-19,4.24294900894165
2019-08-20,4.170652866363525
2019-08-21,4.254129409790039
2019-08-22,4.260341167449951
2019-08-23,4.035746097564697
2019-08-26,4.110528469085693
2019-08-27,4.019845008850098
2019-08-28,4.0093994140625
2019-08-29,4.1531453132629395
2019-08-30,4.16582727432251
2019-09-03,4.082765579223633
2019-09-04,4.196914196014404
2019-09-05,4.469976425170898
2019-09-06,4.442869186401367
2019-09-09,4.488876819610596
2019-09-10,4.555526256561279
2019-09-11,4.5841264724731445
2019-09-12,4.582633972167969
2019-09-13,4.524689674377441
2019-09-16,4.481665134429932
2019-09-17,4.503054141998291
2019-09-18,4.475947380065918
2019-09-19,4.400343418121338
2019-09-20,4.294649124145508
2019-09-23,4.348116874694824
2019-09-24,4.290670394897461
2019-09-25,4.432424545288086
2019-09-26,4.4102911949157715
2019-09-27,4.271520614624023
2019-09-30,4.328968048095703
2019-10-01,4.327227592468262
2019-10-02,4.303354263305664
2019-10-03,4.50901985168457
2019-10-04,4.525434970855713
2019-10-07,4.5841264724731445
2019-10-08,4.407556533813477
2019-10-09,4.4940996170043945
2019-10-10,4.551795959472656
2019-10-11,4.625409126281738
2019-10-14,4.638837814331055
2019-10-15,4.883551120758057
2019-10-16,4.829833984375
2019-10-17,4.831821918487549
2019-10-18,4.737319469451904
2019-10-21,4.874597072601318
2019-10-22,4.864649772644043
2019-10-23,4.851717472076416
2019-10-24,4.895736217498779
2019-10-25,5.086729049682617
2019-10-28,5.142686367034912
2019-10-29,5.04644250869751
2019-10-30,5.04843282699585
2019-10-31,4.999190807342529
2019-11-01,5.038236141204834
2019-11-04,5.234951496124268
2019-11-05,5.2128167152404785
2019-11-06,5.163576602935791
2019-11-07,5.1812334060668945
2019-11-08,5.167306900024414
2019-11-11,5.177254676818848
2019-11-12,5.2128167152404785
2019-11-13,5.186954021453857
2019-11-14,5.217294692993164
2019-11-15,5.078027725219727
2019-11-18,5.2792181968688965
2019-11-19,5.1725287437438965
2019-11-20,5.251862525939941
