Price,Close
Ticker,AAPL
Date,
2019-01-02,37.46920394897461
2019-01-03,33.73699188232422
2019-01-04,35.177207946777344
2019-01-07,35.098907470703125
2019-01-08,35.76799774169922
2019-01-09,36.375404357910156
2019-01-10,36.49167251586914
2019-01-11,36.13337326049805
2019-01-14,35.59005355834961
2019-01-15,36.318458557128906
2019-01-16,36.76215362548828
2019-01-17,36.98042678833008
2019-01-18,37.208213806152344
2019-01-22,36.3730354309082
2019-01-23,36.5201416015625
2019-01-24,36.23067092895508
2019-01-25,37.43122863769531
2019-01-28,37.084842681884766
2019-01-29,36.70046615600586
2019-01-30,39.208370208740234
2019-01-31,39.490718841552734
2019-02-01,39.509700775146484
2019-02-04,40.63197708129883
2019-02-05,41.32716369628906
2019-02-06,41.34141159057617
2019-02-07,40.55842208862305
2019-02-08,40.6060676574707
2019-02-11,40.37255096435547
2019-02-12,40.720436096191406
2019-02-13,40.551273345947266
2019-02-14,40.698997497558594
2019-02-15,40.608455657958984
2019-02-19,40.729976654052734
2019-02-20,40.99210739135742
2019-02-21,40.760963439941406
2019-02-22,41.216087341308594
2019-02-25,41.51629638671875
2019-02-26,41.540157318115234
2019-02-27,41.6688346862793
2019-02-28,41.258975982666016
2019-03-01,41.69265365600586
2019-03-04,41.9023551940918
2019-03-05,41.826087951660156
2019-03-06,41.58543395996094
2019-03-07,41.104087829589844
2019-03-08,41.201786041259766
2019-03-11,42.62911605834961
2019-03-12,43.10807800292969
2019-03-13,43.29869079589844
2019-03-14,43.780029296875
2019-03-15,44.34953308105469
2019-03-18,44.802276611328125
2019-03-19,44.44722366333008
2019-03-20,44.83563232421875
2019-03-21,46.486934661865234
2019-03-22,45.52426528930664
2019-03-25,44.97385025024414
2019-03-26,44.509178161621094
2019-03-27,44.90949249267578
2019-03-28,44.96907424926758
2019-03-29,45.26215744018555
2019-04-01,45.569549560546875
2019-04-02,46.23198318481445
2019-04-03,46.54888916015625
2019-04-04,46.629913330078125
2019-04-05,46.94205856323242
2019-04-08,47.68075180053711
2019-04-09,47.53778839111328
2019-04-10,47.80466079711914
2019-04-11,47.40671157836914
2019-04-12,47.38765335083008
2019-04-15,47.47343063354492
2019-04-16,47.47821044921875
2019-04-17,48.402748107910156
2019-04-18,48.57669448852539
2019-04-22,48.73634338378906
2019-04-23,49.439300537109375
2019-04-24,49.363040924072266
2019-04-25,48.915061950683594
2019-04-26,48.68154525756836
2019-04-29,48.75542068481445
2019-04-30,47.81657028198242
2019-05-01,50.163673400878906
2019-05-02,49.837215423583984
2019-05-03,50.456764221191406
2019-05-06,49.67756271362305
2019-05-07,48.33841323852539
2019-05-08,48.34793472290039
2019-05-09,47.8284797668457
2019-05-10,47.1658935546875
2019-05-13,44.42463302612305
2019-05-14,45.12788772583008
2019-05-15,45.66850280761719
2019-05-16,45.46756362915039
2019-05-17,45.209205627441406
2019-05-20,43.795536041259766
2019-05-21,44.63513946533203
2019-05-22,43.721370697021484
2019-05-23,42.975074768066406
2019-05-24,42.81001663208008
2019-05-28,42.632999420166016
2019-05-29,42.42970275878906
2019-05-30,42.64975357055664
2019-05-31,41.877132415771484
2019-06-03,41.45375442504883
2019-06-04,42.97028350830078
2019-06-05,43.66395950317383
2019-06-06,44.30503845214844
2019-06-07,45.48430252075195
2019-06-10,46.06555938720703
2019-06-11,46.59898376464844
2019-06-12,46.450687408447266
2019-06-13,46.44111251831055
2019-06-14,46.10382843017578
2019-06-17,46.3789176940918
2019-06-18,47.46968078613281
2019-06-19,47.33094787597656
2019-06-20,47.71128845214844
2019-06-21,47.54861831665039
2019-06-24,47.50077438354492
2019-06-25,46.78078842163086
2019-06-26,47.792598724365234
2019-06-27,47.778263092041016
2019-06-28,47.34291076660156
2019-07-01,48.21121597290039
2019-07-02,48.493465423583984
2019-07-03,48.895328521728516
2019-07-05,48.85226058959961
2019-07-08,47.8452262878418
2019-07-09,48.137062072753906
2019-07-10,48.61306381225586
2019-07-11,48.25905227661133
2019-07-12,48.62980270385742
2019-07-15,49.0866813659668
2019-07-16,48.9168586730957
2019-07-17,48.641780853271484
2019-07-18,49.1943359375
2019-07-19,48.45998001098633
2019-07-22,49.56748580932617
2019-07-23,49.95499038696289
2019-07-24,49.91432189941406
2019-07-25,49.51964569091797
2019-07-26,49.69186782836914
2019-07-29,50.15592956542969
2019-07-30,49.94063949584961
2019-07-31,50.95964813232422
2019-08-01,49.8569221496582
2019-08-02,48.80204391479492
2019-08-05,46.24734115600586
2019-08-06,47.12283706665039
2019-08-07,47.610809326171875
2019-08-08,48.6609001159668
2019-08-09,48.259925842285156
2019-08-12,48.137474060058594
2019-08-13,50.17601013183594
2019-08-14,48.682518005371094
2019-08-15,48.440006256103516
2019-08-16,49.58294677734375
2019-08-19,50.50736999511719
2019-08-20,50.50975799560547
2019-08-21,51.05722427368164
2019-08-22,51.01400375366211
2019-08-23,48.656097412109375
2019-08-26,49.580543518066406
2019-08-27,49.02106857299805
2019-08-28,49.35002899169922
2019-08-29,50.18560791015625
2019-08-30,50.12079620361328
2019-09-03,49.39085006713867
2019-09-04,50.22883224487305
2019-09-05,51.21089553833008
2019-09-06,51.206085205078125
2019-09-09,51.424591064453125
2019-09-10,52.03206253051758
